"DATETIME";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";"null"
"13.02.2026 19:00";"-4.3";"740.3";"755.6";"-0.6";"87";"Ветер, дующий с юго-юго-запада";"4";"8";"9";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"-4.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-6.1";"6.0";"12";"";"";"";"";
"13.02.2026 16:00";"-5.5";"740.9";"756.3";"-0.2";"87";"Ветер, дующий с юга";"2";"5";"7";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-7.4";"";"";"";"";"";"";
"13.02.2026 13:00";"-7.3";"741.1";"756.5";"0.6";"83";"Ветер, дующий с юго-юго-запада";"3";"6";"7";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-9.8";"";"";"";"";"";"";
"13.02.2026 10:00";"-10.7";"740.5";"756.2";"0.2";"83";"Ветер, дующий с юга";"2";"4";"8";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-13.1";"";"";"";"";"";"";
"13.02.2026 07:00";"-12.7";"740.3";"756.1";"-0.7";"80";"Ветер, дующий с юга";"4";"8";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"-12.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-15.5";"0.5";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"84.0";
"13.02.2026 04:00";"-11.9";"741.0";"756.7";"-1.3";"73";"Ветер, дующий с юга";"4";"7";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-15.8";"";"";"";"";"";"";
"13.02.2026 01:00";"-12.2";"742.3";"758.0";"-0.9";"75";"Ветер, дующий с юга";"5";"8";"10";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-15.7";"";"";"";"";"";"";
"12.02.2026 22:00";"-12.1";"743.2";"759.0";"0.0";"73";"Ветер, дующий с юга";"5";"";"10";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-16.0";"";"";"";"";"";"";
"12.02.2026 19:00";"-11.1";"743.2";"758.9";"-0.7";"73";"Ветер, дующий с юга";"5";"";"11";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-10.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-15.1";"Осадков нет";"12";"";"";"";"";
"12.02.2026 16:00";"-11.1";"743.9";"759.6";"0.2";"67";"Ветер, дующий с юго-юго-запада";"5";"9";"11";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-16.1";"";"";"";"";"";"";
"12.02.2026 13:00";"-11.5";"743.7";"759.4";"0.5";"61";"Ветер, дующий с юго-юго-запада";"5";"9";"9";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-17.6";"";"";"";"";"";"";
"12.02.2026 10:00";"-12.9";"743.2";"759.0";"0.4";"69";"Ветер, дующий с юго-юго-запада";"3";"7";"9";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-17.5";"";"";"";"";"";"";
"12.02.2026 07:00";"-13.0";"742.8";"758.6";"0.0";"68";"Ветер, дующий с юго-запада";"3";"7";"9";"70 – 80%.";" ";"";"";"-14.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-17.8";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"85.0";
"12.02.2026 04:00";"-13.1";"742.8";"758.6";"-0.6";"75";"Ветер, дующий с юго-юго-запада";"4";"7";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-16.6";"";"";"";"";"";"";
"12.02.2026 01:00";"-12.8";"743.4";"759.2";"-0.7";"77";"Ветер, дующий с юго-юго-запада";"4";"8";"9";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-16.1";"";"";"";"";"";"";
"11.02.2026 22:00";"-14.1";"744.1";"760.0";"-0.7";"80";"Ветер, дующий с юга";"2";"5";"7";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-16.9";"";"";"";"";"";"";
"11.02.2026 19:00";"-13.6";"744.8";"760.7";"0.4";"79";"Ветер, дующий с юго-юго-запада";"2";"6";"6";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-12.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-16.5";"Следы осадков";"12";"";"";"";"";
"11.02.2026 16:00";"-13.1";"744.4";"760.2";"0.4";"77";"Ветер, дующий с юго-юго-запада";"3";"6";"6";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-16.3";"";"";"";"";"";"";
"11.02.2026 13:00";"-13.9";"744.0";"759.9";"1.0";"80";"Ветер, дующий с западо-юго-запада";"1";"3";"5";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-16.7";"";"";"";"";"";"";
"11.02.2026 10:00";"-18.8";"743.0";"759.3";"1.5";"80";"Ветер, дующий с юго-запада";"1";"2";"4";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-22.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"4.0";"-21.4";"";"";"";"";"";"";
"11.02.2026 07:00";"-21.1";"741.5";"757.9";"1.4";"80";"Ветер, дующий с запада";"1";"2";"3";"100%.";" ";"";"";"-21.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-23.6";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"85.0";
"11.02.2026 04:00";"-19.4";"740.1";"756.2";"1.5";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-21.9";"";"";"";"";"";"";
"11.02.2026 01:00";"-21.3";"738.6";"754.9";"1.1";"81";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-23.7";"";"";"";"";"";"";
"10.02.2026 22:00";"-20.3";"737.5";"753.7";"0.9";"83";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-22.4";"";"";"";"";"";"";
"10.02.2026 19:00";"-17.6";"736.6";"752.6";"0.8";"83";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-14.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-19.8";"Следы осадков";"12";"";"";"";"";
"10.02.2026 16:00";"-14.9";"735.8";"751.6";"0.0";"71";"Ветер, дующий с севера";"1";"3";"4";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-19.0";"";"";"";"";"";"";
"10.02.2026 13:00";"-15.4";"735.8";"751.6";"0.1";"72";"Ветер, дующий с севера";"1";"3";"4";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-19.4";"";"";"";"";"";"";
"10.02.2026 10:00";"-16.6";"735.7";"751.6";"0.3";"80";"Ветер, дующий с северо-северо-востока";"1";"3";"5";"100%.";"Снег неливневый. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-19.2";"";"";"";"";"";"";
"10.02.2026 07:00";"-16.8";"735.4";"751.3";"0.3";"81";"Ветер, дующий с севера";"2";"3";"5";"70 – 80%.";" ";"";"";"-18.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-19.3";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"85.0";
"10.02.2026 04:00";"-15.7";"735.1";"751.0";"-0.3";"83";"Ветер, дующий с севера";"1";"3";"4";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-18.0";"";"";"";"";"";"";
"10.02.2026 01:00";"-17.0";"735.4";"751.3";"0.0";"82";"Ветер, дующий с северо-северо-запада";"1";"3";"4";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-19.4";"";"";"";"";"";"";
"09.02.2026 22:00";"-17.7";"735.4";"751.4";"0.4";"82";"Ветер, дующий с северо-северо-запада";"2";"4";"6";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-20.1";"";"";"";"";"";"";
"09.02.2026 19:00";"-17.4";"735.0";"750.9";"0.8";"79";"Ветер, дующий с северо-северо-запада";"2";"4";"6";"20–30%.";" ";"";"";"";"-11.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-20.2";"0.8";"12";"";"";"";"";
"09.02.2026 16:00";"-12.9";"734.2";"749.9";"0.3";"71";"Ветер, дующий с севера";"2";"5";"6";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-17.1";"";"";"";"";"";"";
"09.02.2026 13:00";"-11.5";"733.9";"749.5";"-0.2";"70";"Ветер, дующий с севера";"2";"5";"7";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-16.0";"";"";"";"";"";"";
"09.02.2026 10:00";"-13.0";"734.1";"749.8";"0.2";"80";"Ветер, дующий с севера";"2";"5";"7";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-13.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-15.8";"";"";"";"";"";"";
"09.02.2026 07:00";"-12.2";"733.9";"749.5";"-0.1";"82";"Ветер, дующий с севера";"2";"6";"6";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-12.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-14.7";"1.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"85.0";
"09.02.2026 04:00";"-11.0";"734.0";"749.5";"-0.8";"84";"Ветер, дующий с севера";"2";"5";"6";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"-13.2";"";"";"";"";"";"";
"09.02.2026 01:00";"-10.1";"734.8";"750.3";"-1.2";"85";"Ветер, дующий с северо-востока";"1";"4";"4";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-12.2";"";"";"";"";"";"";
"08.02.2026 22:00";"-9.5";"736.0";"751.5";"-1.1";"87";"Ветер, дующий с северо-востока";"1";"";"4";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-11.3";"";"";"";"";"";"";
"08.02.2026 19:00";"-8.9";"737.1";"752.5";"-1.3";"86";"Ветер, дующий с северо-северо-востока";"1";"3";"3";"100%.";" ";"";"";"";"-8.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-10.8";"5.0";"12";"";"";"";"";
"08.02.2026 16:00";"-8.1";"738.4";"753.8";"-1.3";"82";"Ветер, дующий с востока";"1";"3";"4";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-10.7";"";"";"";"";"";"";
"08.02.2026 13:00";"-8.4";"739.7";"755.2";"-1.1";"87";"Ветер, дующий с юго-востока";"2";"3";"4";"100%.";"Снег непрерывный сильный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.0";"-10.2";"";"";"";"";"";"";
"08.02.2026 10:00";"-9.0";"740.8";"756.4";"-0.9";"86";"Ветер, дующий с юго-юго-востока";"2";"3";"4";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-10.9";"";"";"";"";"";"";
"08.02.2026 07:00";"-9.6";"741.7";"757.3";"-0.9";"87";"Ветер, дующий с юга";"1";"3";"4";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-9.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-11.4";"7.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"84.0";
"08.02.2026 04:00";"-9.8";"742.6";"758.3";"-1.5";"87";"Ветер, дующий с юга";"1";"3";"7";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"2.0";"-11.6";"";"";"";"";"";"";
"08.02.2026 01:00";"-9.7";"744.1";"759.7";"-1.4";"86";"Ветер, дующий с юга";"2";"4";"7";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-11.7";"";"";"";"";"";"";
"07.02.2026 22:00";"-9.0";"745.5";"761.2";"-1.6";"84";"Ветер, дующий с юга";"3";"7";"7";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-11.2";"";"";"";"";"";"";
"07.02.2026 19:00";"-9.1";"747.1";"762.8";"-1.2";"82";"Ветер, дующий с юго-юго-запада";"3";"7";"7";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-8.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-11.6";"1.0";"12";"";"";"";"";
"07.02.2026 16:00";"-9.0";"748.3";"764.0";"-1.6";"82";"Ветер, дующий с юго-юго-запада";"2";"6";"8";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-11.5";"";"";"";"";"";"";
"07.02.2026 13:00";"-9.2";"749.9";"765.7";"-0.8";"80";"Ветер, дующий с юго-запада";"2";"5";"7";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-12.1";"";"";"";"";"";"";
"07.02.2026 10:00";"-11.0";"750.7";"766.6";"-0.7";"77";"Ветер, дующий с юго-юго-запада";"2";"4";"6";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-14.3";"";"";"";"";"";"";
"07.02.2026 07:00";"-12.0";"751.4";"767.4";"-0.8";"73";"Ветер, дующий с юго-запада";"1";"3";"6";"90  или более, но не 100%";" ";"";"";"-14.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-15.9";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"78.0";
"07.02.2026 04:00";"-11.7";"752.2";"768.3";"-0.6";"70";"Ветер, дующий с юго-юго-запада";"2";"5";"6";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-16.2";"";"";"";"";"";"";
